IDX,Acct_Mgr_Quality,Acct_Team_Ability,Acct_Team_Breadth,Acct_Team_Contribution,Acct_Team_Engagement,Acct_Team_Info,Acct_Team_Leadership,Acct_Team_Plan,Acct_Team_Problem_Solver,Acct_Team_Sales_Support,Acct_Team_Satisfaction,Communications,Competitor_Comparison,Continue,Credit_Score,Ease,Joint_Service_Delivery,Loyalty,Mktg_Proj,Online_Tools/Applications_Satisfaction,Online_Tools_Colloboration,Online_Tools_Ease,Online_Tools_Effectiveness,Online_Tools_Help,Online_Tools_Sufficient,Online_Tools_Timeliness,Operation_Support_Quality,Partnership_Committed,Product_Quality,Profit,Relationship,Sales_Expectation,Sales_Training,Satisfaction,Service_Account_Team_Satisfaction,Service_Sales_Support,Service_Support,Solutions_Support,Support_Importance,Support_Mgr_Quality,Support_Quality,Svc_Proj,Team_Comparison,Value,Will_Recommend,Prediction
1493,5,5,4.2008357883,4.7923699165,5,5,4.5859356139,5,5,5,5,5,5,5,1,5,4.5567682244,1,4.8991910625,4.8487157733,4.8561435244,4.8445687008,4.9202848805,4.4955952788,4.6094654588,4.2008357883,4.2008357883,5,5,5,5,5,5,5,4.6274273612,4.6800967078,4.5791685451,4.662956551,5,5,5,5,5,5,5,107.134204355
1494,3.7379940034,3.6586068719,3.7040309026,3.5163798341,3.5449901373,3.7169647421,3.6154995788,3.4811427995,3.6986949305,3.5685804279,3.7939621413,3.7860390481,3.1961301903,4.2196731601,4,3.5793364008,3.5216740469,6,3.793032838,3.8784667504,3.7739094519,4.1743875829,3.9168413241,3.6314068458,3.5554987994,3.7040309026,3.7040309026,4.0009406591,4.1609064452,3.7588779479,3.6770419154,3.6264759063,3.6836716732,3.8291439837,3.6703166665,3.6814690083,3.6013876261,3.6335812685,4.1196242726,3.8639981744,3.8887437429,3.7191252279,3.2902130251,3.5786859722,4.1401020814,107.134204355
1495,4.7866695173,4.6965264226,4.2343656398,4.5938813556,5,4.6924761276,4.2500671238,4.6115753743,4.7358333394,4.6534842295,5,5,4.5258619171,5,3,5,4.281080664,1,4,4.5441908635,4.5341263521,4.5553531375,4.5799644091,4.2371990019,4.359904224,4.2343656398,4.2343656398,5,5,5,5,5,5,5,4.3525291381,4.3692514376,4.3012625879,4.3518589277,4,4.7712857316,4,5,4.4701098641,5,5,105.914146341
1496,5,5,4.0872251361,5,4.8974374036,5,4.5041163554,5,5,5,4.8960659051,5,4.0649483876,5,2,5,4.5783993704,1,4.7884780939,4.7825577659,4.7890475032,4.6450208938,4.8648482337,4.4728968838,4.5908202963,4.0872251361,4.0872251361,5,5,5,5,3,4.9380752162,5,4.563833764,4.636365436,4.5572814925,4.6218273086,5,5,5,4.7155731624,4.3428161641,4.3455471641,5,114
1497,4,3.2498173209,3.5719506273,3,3.0262617294,3.3255768681,3.1397268864,3.0176372766,3.3037716575,3.1463861843,3.4174331879,3,4,4,4,2,3.0389228867,1,4,3.2878192235,3.1794872055,3.9021077399,3.2907292268,3.138643567,2.986995577,3.5719506273,3.5719506273,4,4,4,3,4,3.2029376194,3,3.3059918255,3.2516164579,3.1825408845,3.1908277919,4,3,4,3,3,3,4,101.342996845
1498,3.136744311,3.0288695524,3.3613635323,2.8851811766,2.9460155623,3.1406934791,2.9941499299,2.8803039442,3.0810326255,2.9378516061,3.1834802474,3.2005681961,2.8455804197,4,4,3,2.9071142468,3,3.1697079062,3.2322520353,3.099509221,3.6178070504,3.2398266361,2.9796878897,2.9462927795,3.3613635323,3.3613635323,3,3,4,3,3.2534987868,3.0621082958,3,3.0738001811,3.0856420289,3.0015938797,3.0227410123,4,3.3061058975,3,3.0920985011,2.7282892067,2,3,107.134204355
1499,5,5,3.9006019044,4.5462257857,4.1166306804,5,3,4,5,5,4.3758766695,4,3.9878206602,5,1,3,4,1,4.5296145112,5,4,5,4.3662471842,4,4,3.9006019044,3.9006019044,5,5,4,5,4,4.2986182562,5,5,4.540011246,5,5,5,5,4,4.4436144023,4.4238558678,4,4,112.75263919
1500,5,5,3.9311157803,4.6497744243,3.5206887809,5,4.2127458194,5,5,5,3.8572862288,4,3.8653019399,5,1,3,4.6882759597,3,4.3356159037,3.8010058908,3.85024184,4.2529829467,3.8814220165,3.8278016846,3.9604226248,3.9311157803,3.9311157803,4,4,4,4,5,3.7638027608,4,4.646737931,4.8006514827,4.6931189773,4.7054588834,3,5,4,4.1742369898,4.4505828334,4,4,112.75263919
1501,1.6110630974,1.4671849831,2.2579261095,1.3884121788,1.4939843435,1.7038693529,1,1.4486300402,1.5481666248,1.4102565638,1.5403208083,3,1,5,5,1,1.5471810717,3,1,1,1,3,1.6098522375,1,1,2.2579261095,2.2579261095,1,3,3,1,3,1.4990761857,1,1,1.6909662878,1.6076984081,1.5925355807,1,1.7905786178,3,1,0.8524467566,1,1,98.7850930851
1502,3,3,3.1993100841,3,5,3,2.6941033382,3,2,3,5,4,5,4,1,5,2,1,3,3.4975411394,3.4327533322,3.4492740602,3.4421849282,2.7787890767,3.013236944,3.1993100841,3.1993100841,4,3,3,4,4,5,4,2,2.3967455512,2,2,4,4,4,2,4,3,4,110.971514196
1503,4.0550547338,3.9308100701,3.687232685,3.7608854849,3.3019559303,3.9698963867,3.5674898705,3.7595086534,3.9624342821,3.8220779789,3.5834503371,3.7008451336,3.4536255238,4.0009709206,3,3.3599007381,3.7559071393,6,3.7752378997,3.4893342551,3.4478747619,3.9486747678,3.5266201765,3.4041045319,3.4171779952,3.687232685,3.687232685,3.7582950735,4.0173664932,3.6081572324,3.6013001003,3.7060546539,3.4652570693,3.7448953096,3.8444320227,3.8999324968,3.8165027625,3.8243661562,3.7623930667,4.0287879119,3.7400693754,3.6653781142,3.643430872,3.4972604549,3.9457004933,111.729075
1504,4,4,3.7854648027,4,1,2,3.5076464481,3,4,5,1,3,4,5,3,2,3.751865492,1,3,2.8562211144,2.8304997296,4.3676373293,2.9020940559,3.2584128053,2.7766082828,3.7854648027,3.7854648027,5,5,4,3,5,2,4,4.1317196609,4.0540677592,3.989453512,3.9271964892,5,3,4,4,4,3,5,105.914146341
1505,4.0953975464,4.0226142266,3.7888753462,3.8790706065,3.911831265,4.1563880486,3.6796101057,4.11089751,4.0495996134,3.9436487652,3.7295684723,4,3.3132300668,3.1431676095,3,1,3.8784758795,6,3.6828066349,3.8781047887,3.794720599,3.6886981629,3.8969644065,3.426760548,3.889081156,3.7888753462,3.7888753462,3.015509569,5,2,5,3.2289926715,3.8665681775,4,3.7268661744,3.947258214,3.8136264009,3.8736932469,2.6260791968,4.0214751627,4,3.5364174415,3.0939156597,3,3.1313362986,111.729075
1506,3.2410912943,3,3.4305379209,3,3.2822948392,3,3.0401435378,3,3,3,3.4410812941,4,2.9442972677,3,5,4,3.0006428877,2,3.3326492066,3.2930577379,3.1787066116,3.6727065106,3.3046388747,3.1270289241,3.0101955412,3.4305379209,3.4305379209,4,4,4,4,3,3.3378656105,3,3.1727262442,3.1386179605,3.0909613996,3.089494007,4,3,3,3.2635083444,2.8486805114,3,3,102.654321429
1507,3.585305548,3.482956306,3.4616809754,3.2985120168,3,3.5073412546,3.3907299378,3.20406067,3.5155540356,3.3588319685,3,3,3,4,3,3,3.3517343831,1,3.5882990673,3.4517936936,3.369086848,4.0393016573,3.499257557,3.3624369383,3.1559746421,3.4616809754,3.4616809754,4,4,4,4,4,3,4,3.5685825281,3.5486773489,3.4740791717,3.4866237386,4,3.6938807637,3,3.5106421797,3.3260022329,4,4,111.729075
1508,4,5,4.1369482529,4,4,4,4,4,5,4,5,5,5,5,3,4,3.8681530895,1,5,4,5,5,4.304943431,4,4,4.1369482529,4.1369482529,5,5,5,4,4,5,5,4.1091770957,4.054217598,3.9800844119,4.0278191364,5,3,4,5,5,5,5,105.914146341
1509,4,4,3.7824406243,4,4,5,3.9755317866,5,4,4,4,4,4,4,1,4,3.977300074,1,4,4.1279106879,4.1057154742,4.2903585742,4.1809302183,3.8063660013,3.9363381906,3.7824406243,3.7824406243,5,4,4,4,4,4,5,4.0616167876,4.135453406,4.0196265403,4.0915308474,5,4,4,4,5,3,4,102.654321429
1510,3,4,3.5327790325,3.6647242217,3.5599869087,4,3.7512097997,4,4,4,3.8787398185,4,3.419881544,5,1,4,3.5990242073,1,4,4.0341827561,3.9717240259,4.2068554382,4.09200762,3.6671593034,3.6968206084,3.5327790325,3.5327790325,4,4,4,4,4,3.7646031826,5,3.737597539,3.7834267954,3.6674856536,3.7469350376,4,3,4,3.8704460305,3.6186770152,4,4,110.823339587
1511,5,4,3.8505751102,3.9202592887,3.4814598353,4,4,4,5,4,3.9923650257,4,5,5,3,3,3.6885791447,1,4,3,4,5,3.4584613397,3,2,3.8505751102,3.8505751102,5,5,4,4,4,3.7119542353,4,3.9910917464,3.8855867094,3.844904181,3.8313155612,5,4,4,4,5,4,5,111.729075
1512,4,4.1193673578,3.584881972,3.889147122,3.5410602156,4,3.4995086546,3.8627012107,4,3.9912032595,3.9501597887,4,5,5,1,4,3.5731272014,1,4.0320689853,3.4518471725,3.4846212693,4.0019746714,3.4787030528,3.3408703927,3.3282034632,3.584881972,3.584881972,4,4,3,3,5,3.7432994761,4,3.804328022,3.7637634154,3.6860404142,3.7203125467,5,4,4,4.0092548311,5,3,4,110.823339587
1513,5,4.6352646033,4.0259400564,5,3.9477064998,4.5669214829,3.8269831302,4.3731765952,4.6816488963,4.561642386,4,4,5,5,3,4,4.1811442996,1,4.4694248292,3.5155052869,3.5925672655,4.2678166108,3.5481371894,3.6976806038,3.5650942172,4.0259400564,4.0259400564,5,4,4,5,5,4.1064313357,5,4.3826315277,4.3097601432,4.285077167,4.2537308862,5,5,4,4.4132986953,5,4,5,112.276359223
1514,3.4473545756,3.3498969525,3.6977507591,3.155523379,3.1320121319,3.5212161848,3.2797141313,3.3098804114,3.3874963072,3.2295038355,3.2509584177,3,3.0781946407,3.3096832283,3,3,3.2559544106,6,3.2791933379,3.5012742321,3.3470816922,3.7091649303,3.492759004,3.0969589314,3.3310808954,3.6977507591,3.6977507591,3,3,3,3,3.391498412,3.2136805999,3,3.3043818561,3.431871544,3.3001197142,3.3459171025,3,3.5698984303,3,3.1640768317,2.7802147126,3.1226668106,3.2226211906,111.729075
1515,5,5,4.0726128591,4.7604254727,4.1410263,5,4.523460525,5,5,5,4.4674445263,5,4.0510757713,5,1,4,4.7018642479,1,4.7206631855,4.4636321371,4.4892041931,4.7262869508,4.5565693416,4.3322890378,4.3567050047,4.0726128591,4.0726128591,5,5,4,5,4,4.3701843433,5,4.7437545724,4.8270685579,4.728918494,4.7760530356,5,5,5,4.6201863159,4.6126872095,4,5,112.75263919
1516,4.4683162414,4.4057310953,3.799592294,4.2087830144,4.3427952766,4.3639221012,4.011989456,4.2521102521,4.4170630291,4.3037120167,4.5083227579,4,4.216405753,4,1,5,3.9223779839,1,4,4.3266310326,4.3195865755,4.3632870445,4.3765856558,3.9424449846,4.0599826181,3.799592294,3.799592294,5,4.4753156738,4.3149703871,5,3.9100635559,4.4500848517,4,4.0395302834,4.0646311928,3.9657505355,4.0495931719,5,4.4687776914,5,4.36198136,4.2821804195,3,5,112.75263919
1517,4,3.4397413425,3.3488746392,4,2.961274583,3.5519962679,3.1284371317,3.3846899829,3.4931892738,3.3847759847,3.0112327185,4,2,3,4,3,3.5008252075,4,3,3.0097091257,2.9379190344,3.3351833373,3.0469008642,2.9770335843,3.0579121911,3.3488746392,3.3488746392,3,3,3,3,3,3.0106489529,3,4,3.5670984915,3.4981563778,3.4731432498,4,4,2,3.0176762614,3,2,3,101.342996845
1518,5.0592811,5.0238083116,4.44624719,4.7556042157,4.7238778176,5.0799856912,4.6346965892,5.0404134617,5.0114640637,4.876991459,4.7010466896,4.8788957647,4.5039419682,5,1,5,4.6505083698,6,4.6740293429,4.9261087909,4.8757929243,4.6647320496,4.9599565546,4.3126162222,4.8295245775,4.44624719,4.44624719,4.2411117833,4.6766416782,4.5224926393,5,4.1869874473,4.78402235,5,4.5623696103,4.7810766667,4.6074406494,4.7275326599,3.9289406891,4.9851993,4.7752716937,4.5771206363,4.3575298261,4.3344678709,5,110.823339587
1519,4.8589470028,4.8245730962,4.0715870053,4.6382543501,5,4.7716139179,4.4730228409,4.6875665013,4.8283317065,4.7269352924,5,5,4.2848721004,5,1,5,4.4006281519,1,5,4.8187371486,4.8139850865,4.7249425833,4.8903124987,4.4106062353,4.5443782915,4.0715870053,4.0715870053,5,5,5,5,4,5,5,4.4588340282,4.5168322009,4.4139506888,4.5057155301,5,4.8246551036,5,4.726530405,4.4791885721,4,5,110.823339587
1520,4.1241492219,4.0543311666,3.7864506166,3.759729729,3.4872883198,4.1524353436,3.7268386148,4.0276143401,4.04934146,3.8819551138,3.6106847694,3.9120613027,3.6880190647,3.5126735145,1,3.5665806671,3.7638408954,6,3.7185127946,3.8790215443,3.7971885853,3.9001931082,3.8927429276,3.3621093702,3.8073225753,3.7864506166,3.7864506166,3.286825211,3.9140399595,3.5812613772,3.6751950109,3.6118736418,3.6117176819,3.7902151244,3.7354364098,3.9399859629,3.7646310248,3.8593328154,3.0777016557,4.1017541618,3.7838794762,3.606747744,3.5062298145,3.4687190499,3.5039087766,102.654321429
1521,3.5110615108,3.4366259633,3.3435659862,3.3102842061,3.2659171566,3.5397505666,3.2690286466,3.3958196145,3.4722005049,3.357869141,3.2900583842,4,3,3,1,3,3.3713461244,4,3,3.4582911441,3.3601460138,3.521929499,3.4943641895,3.152246386,3.3246629511,3.3435659862,3.3435659862,3,4,3,4,3,3.3134852425,3,3.3430187411,3.4717525432,3.3692927989,3.4048756805,4,3.5208825135,3,3.1808673331,2.6712771435,2,3,107.134204355
1522,3.7642944427,3.6675659574,3.3357714901,3.4611780642,3.6695245343,3.6550360215,3.2657480701,3.5022409612,3.6914769686,3.5621652436,3.8847389045,4,4,4,1,4,4,1,3.7237117414,3.5755495393,3.5510516338,3.7651254363,3.5933033264,3.1993685827,3.2999258821,3.3357714901,3.3357714901,4,4,3,4,3,3.7750677521,4,4,3.3063058894,3,2,4,3.8320952644,4,4,3.7988598784,4,4,110.823339587
1523,4.6525689343,4.5589627988,3.8525472412,4.3471836452,4.0965755448,4.5038929197,4.0359467326,4.3667140645,4.5679243473,4.4412185406,4.3623111219,4.3267370287,4.3018571626,4.6759703332,1,4.2364717986,4.1067997717,6,4.4141012991,4.1073974294,4.1291779531,4.3563016229,4.1614174486,3.8852291037,3.9625168175,3.8525472412,3.8525472412,4.5998022534,4.4919169467,4.2634988221,4.5234374201,4.069083544,4.2579084819,5,4.2219926086,4.2522495828,4.1594771296,4.216318703,4.5906547362,4.5852811581,4.44312886,4.364204223,4.5119866481,4.0667321026,4.6823881588,107.480709329
1524,4.2448019161,4.1122811799,3.5971416111,3.8555199206,3.2644906695,4.0781758202,3.5766894094,3.8600388859,4.1223501923,3.9585539707,3.7120225105,3.8146085976,4.0386407469,4.370109566,1,3.4440373412,3.6975339179,6,3.9353627896,3.4537812833,3.464805854,4.0183388176,3.4912148405,3.3502518512,3.3622358578,3.5971416111,3.5971416111,4.1414370726,4.1761387746,3.776037187,3.8084330833,3.9762277571,3.5112848992,4,3.8771942966,3.8930586941,3.7962759522,3.8295105712,4.2347981854,4.1993646915,3.9117079384,3.8735195319,4.2587652091,3.6634695828,4.345024924,107.480709329
1525,3,2,3.2478581193,2.9625682577,2.0448981526,3,3.0293405418,2,4,3,2.4283508355,2,1,3,1,2,3.3501464938,4,3,2.7477981372,2.6310949927,3.4415650474,2.7974209581,2.8408810307,2.7225332767,3.2478581193,3.2478581193,2,4,3,2,4,2.2826536379,2,3.3830674737,3.4947908837,3.4124472906,3.3699688066,2,4,3,2.7097226135,3,4,3,107.480709329
1526,4.1553833092,4.0343752924,3.5822254185,3.9350943601,3.7465205288,4.0252521189,3.5717751441,3.8723054859,4.0769218101,3.9774958783,3.9131406333,3.8067306105,4,4,3,4,3.7730478074,1,3.946784618,3.5769293893,3.5764251611,3.9128075134,3.626830344,3.5196650349,3.4846797013,3.5822254185,3.5822254185,4,4,4,4,3,3.8352362862,4,3.8593315393,3.867289327,3.8173499028,3.821179223,4,4.0967567065,4,3.8633990488,3.8069826443,3,4,100.194
1527,3.979285096,3.8720337626,3.9074110115,3.6841991822,3.4459396649,3.8873516388,3.7836155004,3.5732419067,3.9080520124,3.7498950862,3.9382738286,4,3,5,5,3,3.6680693754,1,4.061243814,3.9070645961,3.8243962396,4.5195257464,3.9460185896,3.7944116608,3.5569681719,3.9074110115,3.9074110115,5,5,4,4,4,3.6971123201,4,3.9393908743,3.8818360153,3.8122033581,3.8299027655,5,4.1284020244,4,4.0108474011,3.8822681525,4,5,107.480709329
1528,4.044825764,4.0103659306,3.8219347623,3.7288444617,3.8194293331,4.1269010871,3.8125163259,4.0364413144,4.0055370897,3.8521066261,3.8221189984,4.048541654,3.6373378322,3.4896494575,1,3.8464081731,3.7065773868,6,3.7686241749,4.2025369618,4.0903709809,3.9783110154,4.2140992135,3.5114467331,4.0253003435,3.8219347623,3.8219347623,3.3203411307,3.9536306802,3.6960017567,3.8498652836,3.5006876527,3.8851009777,4,3.6566127362,3.8738229218,3.6875974278,3.8113726295,3.0745894179,4.077295235,3.9178400458,3.6733875721,3.3176204949,3.5242724904,3.48709401,112.75263919
1529,5,3,3.6634521319,4,3,5,3.6528474279,3,4,4,4,3,3,5,1,3,3.7592624947,1,3.9367764249,3.7358764993,3.6920282034,4.0974756265,3.7907504645,3.6655011636,3.5415665944,3.6634521319,3.6634521319,5,5,4,4,4,4,4,3.8720038031,3.8693870093,3.8201416718,3.8220094399,5,5,5,3,3,4,5,112.75263919
1530,4.4475167728,4.3903506876,3.8352444643,4.1173463512,3.4920197831,4.4706984223,4.0128602549,4.3723366481,4.3762722253,4.2210912983,3.5915002484,4.0197650804,3.3699748771,3.4529521627,1,3.7048124671,4.2531385066,6,3.8724232218,3.9844536281,3.928481566,3.9822227965,4.0340737255,3.5911060402,4.0318748234,3.8352444643,3.8352444643,3.2924100538,3.9036709124,3.5931765158,3.804072359,3.5325688705,3.635776005,4,4.1122726051,4.3790995826,4.2072825251,4.2830374958,2.9783029488,4.3036102282,3.8500820099,3.7029479722,3.5056964862,3.533946452,3.4617738964,112.75263919
1531,4.2434435351,4.1366228913,3.9303968005,3.8836993216,3.5889129353,4.2345143214,3.7138286349,4.0979341777,4.1487032732,3.9896267881,3.7136864872,3.9398182064,3.9412646243,3.663885894,2,3.5625034299,3.8393584141,6,3.8154194274,3.7658723336,3.7007854549,3.9320980566,3.7691338827,3.3768467716,3.7539179863,3.9303968005,3.9303968005,3.4053863943,4.0247279384,3.6777670916,3.7412350686,3.8044794929,3.6904880621,4,3.8397919143,4.0031856998,3.8552921838,3.91918078,3.2163504805,4.2102840462,3.8374037551,3.7054965947,3.7356100523,3.5597094134,3.6408346031,107.134204355
1532,4.4995172939,4.4093758382,3.6697101886,4.1765378207,3.382010794,4.3477549813,3.9955769923,4.1328677043,4.4084759407,4.2585618326,3.842543718,4,3,4,1,4,4,1,4.1919105722,3.8373419616,3.8500316117,4.3251701441,3.9230557307,3.8015470153,3.7246472103,3.6697101886,3.6697101886,5,4,4,4,5,3.6706039858,4,5,4.3348346349,4,4,5,4.3984427954,4,4,4.1782908662,4,4,107.480709329
1533,3.913621825,3.8100813672,3.9966717133,3.7076784539,3.7259509913,3.9773503086,3.6352758304,3.8295644724,3.8623713139,3.7458679122,3.6697913739,3.7788994834,3.2198841729,3.4422791204,5,3.5070869458,3.7940149887,6,3.6598794106,3.7934207767,3.6674550903,3.8953851303,3.7993760051,3.4904683976,3.7319458217,3.9966717133,3.9966717133,3.1816373032,3.9068238775,3.5559911354,3.5509269639,3.4924258736,3.7162581762,3.6959470792,3.7457226658,3.8901935868,3.7881849641,3.8067122484,2.9747819233,3.9457382266,3.684610591,3.5147654115,3.0099862636,3.4012645396,3.3679157483,107.480709329
1534,5,4,3.8700518681,4.2147077248,4.0401336418,4,4.1394151076,3,5,4.2764947025,4.2900205668,4,3,5,1,4,4.151961759,1,5,4.3099118624,4.2772442963,4.509935704,4.3849711247,4.1035849671,4.0553271441,3.8700518681,3.8700518681,5,5,3,5,2,4.2043647318,5,4.2441927586,4.2787999463,4.1978682636,4.242382509,5,4,5,4,4,4,4,112.75263919
1535,4,4,3.5310940432,3.8409311086,3.4669650541,4,3.2900165684,4,4,4,3.7379444996,3,3,4,1,3,3.5937678654,1,4,3.0974599447,3.130686344,3.7237267984,3.1262829731,3.2021134367,3.1013051372,3.5310940432,3.5310940432,4,4,4,4,4,3.5801753839,4,3.7559631315,3.7087019541,3.6793243651,3.6517134621,4,4.0478252455,4,4,4,3,4,110.823339587
1536,3,3,3.1576016699,3,2.7537181414,3,3,3,3,3,3.2395545235,4,2,4,1,3,3,1,3,4,3,3,3.7941224062,3,3,3.1576016699,3.1576016699,4,4,4,3,4,3.0474791551,3,3,3.1545475837,3,3,4,3,4,3,2,4,4,107.480709329
1537,5.1445360308,4.9906577434,4.4819455386,4.9835533083,4.9997660149,4.9805123049,4.3390286418,4.8905766236,5.0575465833,4.9980449695,4.9840085902,5,5,5,5,5,4.6821901853,1,5,4.3118729676,4.3469207052,4.5956759779,4.3506438053,4.3382463313,4.3263707275,4.4819455386,4.4819455386,5,5,5,5,4.3965991974,4.9670800971,5,4.7308429716,4.7134715146,4.7001879421,4.6766932511,4.7306902078,5.0294908016,5,4.7992805934,4.8023936406,4,5,107.480709329
1538,4.5122551733,4.4916175147,4.111969383,4.265340047,4.8927271777,4.5935532922,4.1407488056,4.6299611804,4.4939086738,4.387287885,4.6091010303,4.5841431476,4.3598313964,3.6964954868,1,4.7055259035,4.0060407281,6,4.2544012696,4.7514058281,4.6707770401,4.1553507812,4.7533392921,3.8934831778,4.5818801636,4.111969383,4.111969383,3.6863646706,4.2352212287,4.2257336526,4.6833834427,3.6447396227,4.7980860245,5,3.8931199695,4.1142758399,3.9343914254,4.0864038158,3.2650459863,4.5093652605,4.4631029342,4.1944015177,3.783622421,3.9205486893,3.7387480396,107.480709329
1539,5,3.5726453105,3.5388025576,3.3498168515,2.4346990524,3.6590148364,3.4795026461,3.3536155439,3.5905652538,3.4096559199,2.8945588248,4,2,3,1,3,3.6756009054,4,3.3704565915,3.2794080051,3.1757567888,3.9006524164,3.3343286827,3.2458693689,3.1849918214,3.5388025576,3.5388025576,3,4,3,2,3,2.7260601697,3,3.7409204791,3.8584199489,3.7479053874,3.7455069979,4,5,4,4,2.9601278759,3,5,107.480709329
1540,3.393445075,3.316944751,3.2195017116,3.0295252391,2.635520666,3.325135971,3.2535369486,3.0147379833,3.3225724213,3.1345452972,3.2009912843,3,3,4,1,3,3.0601714728,1,3.4080742337,3.4034090345,3.3152526358,3.9300663854,3.447906581,3.1453623671,3.0326708638,3.2195017116,3.2195017116,4,4,4,3,3,2.9560403532,3,3.3118949878,3.3146095544,3.197430174,3.2567508346,4,3.5325560714,4,3,3.2829715644,3,4,107.134204355
1541,5,5,3.8119457653,4,3,5,3.9333156224,3,3,4,3,4,3,5,1,4,3.8494049676,1,5,3.8551096262,3.7856251941,4.6762695115,3.9253514306,3.8339724429,3.5119392505,3.8119457653,3.8119457653,5,5,5,4,5,2,4,4.1417476996,4.1116527532,4.0178171041,4.0388525806,5,4,5,4,4,4,5,107.480709329
1542,3,4,3.4286768238,4,2.9693688596,4,3.7787001387,4,3,4,3.3773879323,4,2,5,1,2,3.7611165803,1,3.6940530486,3.867481897,3.7841323526,4.1358277682,3.9509751585,3.6006402624,3.6059591084,3.4286768238,3.4286768238,4,4,4,4,3,3.257804693,3,3.8202992239,3.9425631618,3.8100924503,3.8720465261,5,5,3,3.5705589436,3,4,4,102.654321429
1543,3,2,3.2640875684,2.6794084284,2.3583319411,2,2.9102629007,2,3,3,3.0025057705,3,2,4,2,3,2.7235783938,1,2,2.9940094055,2.8753407012,3.8536139024,3.0121424195,2.9318395671,2.5928381703,3.2640875684,3.2640875684,3.7925182281,4,2,3,5,2.6700435654,3,3.0916926296,2.9920461382,2.9237710031,2.9263284453,4,4,3,2,3,3,4,107.134204355
1544,5,4.7803583986,4.0145235326,5,4.1275040487,4.7170753309,4.4035914975,4.5534571535,4.7783175508,4.6461164616,5,5,4,5,1,4,4.4651907579,1,4.632540317,4.4603036838,4.4659579027,4.7049343739,4.5431125992,4.2623318155,4.2679444621,4.0145235326,4.0145235326,5,5,5,5,4,4.3505069329,5,5,4.6102954132,4.5112130691,4.568868452,5,4,4,4.5562889986,4,4,5,98.7850930851
1545,4.7540733,4.6979629914,4.2559026257,4.5879259221,5,4.6809061535,4,4.5699562732,4.7305937558,4.6454611102,5,5,4.2900936256,5,3,5,4.3471011268,1,4.7914991055,5,5,5,4.8870233337,5,5,4.2559026257,4.2559026257,5,5,5,5,4,5,5,4.4430288142,4.4485366061,4.3782214335,4.4402683731,5,4.7885142576,5,4.7545702358,4.3746535624,5,5,112.75263919
1546,4.4322572746,4.3627980568,4.2677039665,4.3427744498,4.9712596316,4.39055046,4.2376529105,4.2557912719,4.426499995,4.3628519906,4.9498749781,5,3.9968419997,5,5,5,4.1230375551,1,3,4.7245475831,4.6514958096,4.7288001846,4.7672844124,4.4333538849,4.356393906,4.2677039665,4.2677039665,5,5,5,5,3,4.9437595039,5,4.2427143866,4.2014407693,4.16480854,4.1974469123,5,4.5454607443,5,4.5899782603,3.9747113827,5,5,107.134204355
1547,3.9073491457,3.8433008109,3.5770206143,3.5776161092,3.4257806554,3.8732013521,3.6322928327,3.6817776634,3.846627634,3.6865638958,3.7190565946,3.8494255781,3.5617564644,4.0596892675,1,3.5937650103,3.5146974705,6,3.7797198948,3.8698115793,3.7981395175,4.0559283233,3.9045600605,3.4578019035,3.6062719583,3.5770206143,3.5770206143,3.8649273279,4.0691652614,3.7086651403,3.7359442304,3.6458794454,3.615694182,3.8513097751,3.6340526301,3.7134565094,3.5786455101,3.6619611565,3.8996934866,3.9678946741,3.8880696173,3.7177805353,3.5868490933,3.5544211215,4.0312567408,112.75263919
